Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
74,20,60,85.0,10200,1,0,100,100,100,60,100,13,60,60,100,70,5,7,1954,2003,80,60,60,60,85,104.0,65,65,70,65,65,20,80,320,60,362,404,1086,100,80,1,100,1086,0,0,1086,1,0,1,0,3,1,50,6,100,0,0,80,1989.0,33,2,490,65,65,100,0,0,0,0,0,0,0,75,0,0,5,2010,80,100,144900
75,50,80,60.0,5790,1,0,100,100,100,80,100,18,60,60,100,90,3,6,1915,1950,50,60,70,70,0,0.0,80,80,70,40,65,20,10,0,10,0,840,840,100,80,0,100,840,765,0,1605,0,0,2,0,3,2,50,8,100,0,0,60,1915.0,33,1,379,65,65,100,0,0,202,0,0,0,0,0,0,0,5,2010,80,100,107400
76,180,80,21.0,1596,1,0,100,100,100,60,100,11,60,60,25,40,4,5,1973,1973,80,60,85,85,0,0.0,65,65,70,80,65,100,100,462,10,0,0,462,100,65,1,100,526,462,0,988,1,0,1,0,2,1,50,5,100,0,0,100,1973.0,33,1,297,65,65,100,120,101,0,0,0,0,0,75,0,0,11,2009,80,100,91000
77,20,60,73.0,8475,1,0,75,100,100,60,100,13,60,60,100,70,4,7,1956,1956,80,60,70,70,0,0.0,65,65,70,65,65,20,80,228,10,0,724,952,100,100,1,75,952,0,0,952,0,0,1,0,2,1,50,4,100,0,0,60,1956.0,33,1,283,65,65,100,0,0,0,0,0,0,0,0,0,0,4,2008,80,100,135750
78,50,80,50.0,8635,1,0,100,100,100,60,100,4,60,60,100,80,5,5,1948,2001,80,60,60,60,0,0.0,65,65,70,65,65,20,60,336,100,41,295,672,100,65,1,100,1072,213,0,1285,1,0,1,0,2,1,50,6,85,0,0,60,1948.0,33,1,240,65,65,100,0,0,0,0,0,0,0,50,0,0,1,2008,80,100,127000
79,90,60,72.0,10778,1,0,100,100,100,60,100,20,60,60,50,70,4,5,1968,1968,100,60,45,45,0,0.0,65,65,70,65,65,20,10,0,10,0,1768,1768,100,65,0,100,1768,0,0,1768,0,0,2,0,4,2,50,8,100,0,0,0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,4,2010,80,100,136500
80,50,80,60.0,10440,1,2,100,100,100,80,100,18,60,60,100,90,5,6,1910,1981,80,60,60,60,0,0.0,65,65,100,65,65,20,10,0,10,0,440,440,100,80,1,100,682,548,0,1230,0,0,1,1,2,1,50,5,100,0,0,60,1966.0,33,2,440,65,65,100,74,0,128,0,0,0,0,50,0,0,5,2009,80,100,110000
81,60,60,100.0,13000,1,0,100,100,100,80,100,13,60,60,100,90,6,6,1968,1968,80,60,70,70,85,576.0,65,80,70,80,65,20,50,448,10,0,448,896,100,65,1,100,1182,960,0,2142,0,0,2,1,4,1,80,8,100,1,80,80,1968.0,100,1,509,65,65,100,0,72,0,0,252,0,0,0,0,0,6,2009,80,100,193500
82,120,80,32.0,4500,1,0,100,100,100,40,100,12,60,60,80,70,6,5,1998,1998,100,60,70,70,85,443.0,65,80,100,100,80,20,100,1201,10,0,36,1237,100,100,1,100,1337,0,0,1337,1,0,2,0,2,1,50,5,100,0,0,80,1998.0,100,2,405,65,65,100,0,199,0,0,0,0,0,0,0,0,3,2006,80,100,153500
83,20,60,78.0,10206,1,0,100,100,100,60,100,22,60,60,100,70,8,5,2007,2007,80,60,70,70,100,468.0,65,65,100,80,65,20,100,33,10,0,1530,1563,100,100,1,100,1563,0,0,1563,0,0,2,0,3,1,80,6,100,1,80,80,2007.0,66,3,758,65,65,100,144,99,0,0,0,0,0,0,0,0,10,2008,80,100,245000
84,20,60,80.0,8892,1,0,75,100,100,60,100,13,60,60,100,70,5,5,1960,1960,80,60,40,40,60,66.0,65,65,70,65,65,20,10,0,10,0,1065,1065,100,80,1,100,1065,0,0,1065,0,0,1,1,3,1,50,6,100,0,0,60,1974.0,33,2,461,65,65,100,74,0,0,0,0,0,0,0,0,0,7,2007,30,100,126500
85,80,60,65.0,8530,1,0,75,100,100,60,100,9,60,60,100,40,7,5,1995,1996,80,60,45,45,85,22.0,65,65,100,80,65,20,10,0,10,0,384,384,100,80,1,100,804,670,0,1474,0,0,2,1,3,1,50,7,100,1,65,100,1995.0,100,2,400,65,65,100,120,72,0,0,0,0,0,0,37,700,5,2009,80,100,168500
86,60,60,121.0,16059,1,0,100,100,100,80,100,16,60,60,100,90,8,5,1991,1992,100,60,45,45,85,284.0,80,65,70,80,65,20,10,0,10,0,1288,1288,100,100,1,100,1301,1116,0,2417,0,0,2,1,4,1,80,9,100,1,65,80,1991.0,33,2,462,65,65,100,127,82,0,0,0,0,0,0,0,0,4,2006,80,100,260000
87,60,60,122.0,11911,1,0,50,100,100,60,100,9,60,60,100,90,6,5,2005,2005,80,60,70,70,0,0.0,80,65,100,80,65,70,10,0,10,0,684,684,100,100,1,100,684,876,0,1560,0,0,2,1,3,1,80,6,100,1,80,100,2005.0,100,2,400,65,65,100,100,38,0,0,0,0,0,0,0,0,3,2009,80,100,174000
88,160,30,40.0,3951,1,1,100,100,100,80,100,22,60,60,80,90,6,5,2009,2009,80,60,70,70,100,76.0,80,65,100,80,65,70,10,0,10,0,612,612,100,100,1,100,612,612,0,1224,0,0,2,1,2,1,80,4,100,0,0,60,2009.0,66,2,528,65,65,100,0,234,0,0,0,0,0,0,0,0,6,2009,100,80,164500
89,50,20,105.0,8470,1,0,75,100,100,80,100,10,50,50,100,80,3,2,1915,1982,100,60,35,35,0,0.0,40,40,70,65,40,20,10,0,10,0,1013,1013,100,65,0,100,1013,0,513,1526,0,0,1,0,2,1,30,6,100,0,0,0,0.0,0,0,0,0,0,0,0,0,156,0,0,0,0,50,0,0,10,2009,50,20,85000
90,20,60,60.0,8070,1,0,100,100,100,60,100,6,60,60,100,70,4,5,1994,1995,80,60,70,70,0,0.0,65,65,100,80,65,20,100,588,10,0,402,990,100,100,1,100,990,0,0,990,1,0,1,0,3,1,50,5,100,0,0,0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,8,2007,80,100,123600
91,20,60,60.0,7200,1,0,100,100,100,60,100,13,60,60,100,70,4,5,1950,1950,80,60,90,60,0,0.0,65,65,40,0,0,0,0,0,0,0,0,0,100,65,1,75,1040,0,0,1040,0,0,1,0,2,1,50,4,100,0,0,60,1950.0,33,2,420,65,65,100,0,29,0,0,0,0,0,0,0,0,7,2006,80,100,109900
92,20,60,85.0,8500,1,0,100,100,100,60,100,13,60,60,100,70,5,3,1961,1961,100,60,45,45,60,203.0,65,65,70,65,65,20,50,600,10,0,635,1235,100,65,1,100,1235,0,0,1235,0,0,1,0,2,1,50,6,100,0,0,80,1961.0,33,2,480,65,65,100,0,0,0,0,0,0,0,75,0,0,12,2006,80,20,98600
93,30,60,80.0,13360,1,2,75,50,100,60,100,7,60,60,100,70,5,7,1921,2006,80,60,60,60,0,0.0,65,80,80,80,65,20,80,713,10,0,163,876,100,100,1,100,964,0,0,964,1,0,1,0,2,1,50,5,100,0,0,60,1921.0,33,2,432,65,65,100,0,0,44,0,0,0,0,0,0,0,8,2009,80,100,163500
94,190,20,60.0,7200,1,0,100,100,100,80,100,18,60,60,30,60,6,6,1910,1998,100,60,40,40,0,0.0,65,65,80,65,40,40,50,1046,10,0,168,1214,80,100,0,100,1260,1031,0,2291,0,1,2,0,4,2,50,9,100,1,80,60,1900.0,33,2,506,65,65,100,0,0,0,0,99,0,0,0,0,0,11,2007,80,100,133900
95,60,60,69.0,9337,1,0,75,100,100,60,100,6,60,60,100,90,6,5,1997,1997,80,60,70,70,0,0.0,65,80,100,80,65,20,100,648,10,0,176,824,100,100,1,100,905,881,0,1786,1,0,2,1,3,1,80,7,100,0,0,80,1997.0,66,2,684,65,65,100,0,162,0,0,0,0,0,0,0,0,5,2007,80,100,204750
96,60,60,65.0,9765,1,0,50,100,100,80,100,9,60,60,100,90,6,8,1993,1993,80,60,70,70,85,68.0,100,80,100,80,80,20,80,310,10,0,370,680,100,80,1,100,680,790,0,1470,0,0,2,1,3,1,50,6,100,1,65,100,1993.0,100,2,420,65,65,100,232,63,0,0,0,0,0,0,37,480,4,2009,80,100,185000
97,20,60,78.0,10264,1,0,75,100,100,60,100,6,60,60,100,70,7,5,1999,1999,80,60,70,70,85,183.0,80,65,100,80,65,70,80,1162,10,0,426,1588,100,100,1,100,1588,0,0,1588,0,0,2,0,3,1,80,6,100,0,0,80,1999.0,66,2,472,65,65,100,158,29,0,0,0,0,0,0,0,0,8,2006,80,100,214000
98,20,60,73.0,10921,1,0,100,50,100,60,100,8,60,60,100,70,4,5,1965,1965,100,60,45,45,85,48.0,65,65,70,65,65,20,50,520,10,0,440,960,100,65,1,50,960,0,0,960,1,0,1,0,3,1,50,6,100,0,0,80,1965.0,100,1,432,65,65,50,120,0,0,0,0,0,0,0,0,0,5,2007,80,100,94750
99,30,60,85.0,10625,1,0,100,100,100,80,100,8,60,60,100,70,5,5,1920,1950,80,60,60,60,0,0.0,65,65,80,65,65,20,80,108,10,0,350,458,100,40,0,100,835,0,0,835,0,0,1,0,2,1,50,5,100,0,0,70,1920.0,33,1,366,40,65,100,0,0,77,0,0,0,0,0,37,400,5,2010,30,20,83000
100,20,60,77.0,9320,1,0,75,100,100,60,100,13,60,60,100,70,4,5,1959,1959,80,60,35,35,0,0.0,65,65,70,65,65,20,80,569,10,0,381,950,100,40,1,100,1225,0,0,1225,1,0,1,1,3,1,50,6,100,0,0,0,0.0,0,0,0,0,0,100,352,0,0,0,0,0,0,0,37,400,1,2010,80,100,128950
101,20,60,80.0,10603,1,0,75,100,100,60,100,15,60,60,100,70,6,7,1977,2001,80,60,35,35,85,28.0,65,65,100,65,65,40,80,1200,10,0,410,1610,100,80,1,100,1610,0,0,1610,1,0,2,0,3,1,80,6,100,2,65,80,1977.0,66,2,480,65,65,100,168,68,0,0,0,0,0,0,0,0,2,2010,80,100,205000
102,60,60,77.0,9206,1,0,100,100,100,60,100,21,60,60,100,90,6,5,1985,1985,80,60,45,45,85,336.0,80,65,70,80,65,20,10,0,10,0,741,741,100,65,1,100,977,755,0,1732,0,0,2,1,3,1,80,7,100,1,65,80,1985.0,100,2,476,65,65,100,192,46,0,0,0,0,0,0,0,0,6,2010,80,100,178000
103,90,60,64.0,7018,1,0,100,70,100,60,100,21,60,60,50,70,5,5,1979,1979,80,60,45,45,0,0.0,65,40,40,0,0,0,0,0,0,0,0,0,100,65,1,100,1535,0,0,1535,0,0,2,0,4,2,50,8,100,0,0,80,1979.0,33,2,410,65,65,100,0,0,0,0,0,0,0,0,0,0,6,2009,80,70,118964
104,20,60,94.0,10402,1,0,75,100,100,80,100,6,60,60,100,70,7,5,2009,2009,80,60,70,70,0,0.0,65,65,100,80,65,20,10,0,10,0,1226,1226,100,100,1,100,1226,0,0,1226,0,0,2,0,3,1,80,6,100,0,0,80,2009.0,66,3,740,65,65,100,0,36,0,0,0,0,0,0,0,0,5,2010,80,100,198900
105,50,80,60.0,7758,1,0,100,100,100,80,100,10,60,60,100,80,7,4,1931,1950,80,60,75,75,85,600.0,65,40,100,65,65,20,30,224,10,0,816,1040,100,100,1,50,1226,592,0,1818,0,0,1,1,4,1,50,7,100,2,65,60,1951.0,33,1,240,65,65,100,0,0,0,0,184,0,0,0,0,0,6,2007,80,100,169500
106,60,30,75.0,9375,1,0,100,100,100,60,100,22,60,60,100,90,8,5,2003,2004,100,60,70,70,85,768.0,80,65,100,100,65,20,10,0,10,0,1053,1053,100,100,1,100,1053,939,0,1992,0,0,2,1,3,1,80,9,100,1,80,80,2003.0,66,2,648,65,65,100,140,45,0,0,0,0,0,0,0,0,8,2008,80,100,250000
107,30,80,60.0,10800,1,2,100,100,100,60,100,18,60,60,100,70,4,7,1885,1995,60,60,70,70,0,0.0,65,65,80,40,65,20,10,0,10,0,641,641,100,80,1,100,1047,0,0,1047,0,0,1,0,2,1,50,6,100,0,0,60,1954.0,33,1,273,40,40,0,0,0,0,0,0,0,0,0,37,450,8,2007,80,100,100000
108,20,80,50.0,6000,1,0,100,100,100,60,100,18,60,60,100,70,5,5,1948,1950,80,60,70,70,0,0.0,65,65,70,65,65,20,80,104,60,169,516,789,100,100,1,100,789,0,0,789,0,0,1,0,2,1,50,5,100,0,0,60,1948.0,33,1,250,65,65,100,0,0,0,0,0,0,0,0,0,0,4,2008,80,80,115000
109,50,80,85.0,8500,1,0,100,100,100,80,100,10,40,60,100,80,5,7,1919,2005,80,60,85,85,0,0.0,65,65,70,65,65,20,10,0,10,0,793,793,80,65,0,50,997,520,0,1517,0,0,2,0,3,1,30,7,100,0,0,0,0.0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,8,2007,80,100,115000
110,20,60,105.0,11751,1,0,75,100,100,60,100,15,60,60,100,70,6,6,1977,1977,100,60,35,35,85,480.0,65,65,70,80,65,20,60,705,10,0,1139,1844,100,100,1,100,1844,0,0,1844,0,0,2,0,3,1,50,7,100,1,65,80,1977.0,66,2,546,65,65,100,0,122,0,0,0,0,0,50,0,0,1,2010,30,100,190000
111,50,60,75.0,9525,1,0,100,100,100,60,100,8,60,60,100,80,6,4,1954,1972,80,60,60,60,0,0.0,65,65,70,65,40,20,50,444,10,0,550,994,100,80,1,100,1216,639,0,1855,0,0,2,0,4,1,50,7,100,0,0,80,1954.0,33,1,325,65,65,100,182,0,0,0,0,0,0,0,0,0,10,2006,80,100,136900
112,80,60,65.0,7750,1,0,75,100,100,60,100,9,60,60,100,40,7,5,2000,2000,80,60,70,70,0,0.0,65,65,100,80,65,20,100,250,10,0,134,384,100,100,1,100,774,656,0,1430,0,0,2,1,3,1,50,7,100,1,65,100,2000.0,100,2,400,65,65,100,180,0,0,0,0,0,0,0,0,0,4,2010,80,100,180000
113,60,60,77.0,9965,1,0,100,100,100,60,100,6,60,60,100,90,7,5,2007,2007,80,60,70,70,100,220.0,80,65,100,100,65,70,100,984,10,0,280,1264,100,100,1,100,1282,1414,0,2696,1,0,2,1,4,1,100,10,100,1,80,100,2007.0,100,3,792,65,65,100,120,184,0,0,168,0,0,0,0,0,10,2007,100,80,383970
114,20,60,74.0,21000,1,0,100,70,100,80,100,7,60,60,100,70,6,5,1953,1953,100,60,60,60,85,184.0,65,80,70,80,65,40,80,35,50,869,905,1809,100,65,1,100,2259,0,0,2259,1,0,2,0,3,1,80,7,100,2,80,70,1953.0,33,2,450,65,65,100,166,120,192,0,0,0,0,50,0,0,10,2007,30,20,217000
115,70,60,61.0,7259,1,0,75,100,100,60,50,7,60,60,100,90,6,8,1945,2002,50,60,60,60,0,0.0,65,65,70,65,65,20,80,774,30,150,104,1028,100,100,1,100,1436,884,0,2320,1,0,2,1,3,1,80,9,100,1,65,60,1945.0,33,1,180,65,65,100,224,0,0,0,0,0,0,50,0,0,7,2007,80,100,259500
116,160,30,34.0,3230,1,1,100,100,100,80,100,22,60,60,80,90,6,5,1999,1999,80,60,40,40,85,1129.0,65,65,100,80,65,20,100,419,10,0,310,729,100,80,1,100,729,729,0,1458,0,0,2,1,2,1,50,5,100,1,40,60,1999.0,33,2,440,65,65,100,0,32,0,0,0,0,0,0,0,0,6,2007,80,100,176000
117,20,60,71.0,11616,1,0,100,100,100,60,100,20,60,60,100,70,5,5,1962,1962,80,60,60,60,85,116.0,65,65,70,65,65,20,30,170,60,670,252,1092,100,65,1,100,1092,0,0,1092,0,1,1,0,3,1,50,6,100,1,20,80,1962.0,33,1,288,65,65,100,0,20,144,0,0,0,0,0,0,0,9,2009,80,100,139000
118,20,60,74.0,8536,1,0,100,100,100,80,100,8,60,60,100,70,5,5,2006,2007,80,60,70,70,0,0.0,65,65,100,80,65,20,10,0,10,0,1125,1125,100,80,1,100,1125,0,0,1125,0,0,1,1,2,1,50,5,100,0,0,80,2007.0,33,2,430,65,65,100,80,64,0,0,0,0,0,0,0,0,4,2007,100,80,155000
119,60,60,90.0,12376,1,0,100,100,100,80,100,21,60,60,100,90,7,5,1990,1990,100,60,35,35,0,0.0,65,65,100,80,65,40,100,1470,10,0,203,1673,100,80,1,100,1699,1523,0,3222,1,0,3,0,5,1,80,11,100,2,65,80,1990.0,33,3,594,65,65,100,367,0,0,0,0,0,0,0,0,0,5,2010,80,100,320000
120,60,60,65.0,8461,1,0,100,100,100,60,100,6,60,60,100,90,6,5,2005,2006,80,60,70,70,0,0.0,80,65,100,80,65,20,10,0,10,0,728,728,100,100,1,100,728,728,0,1456,0,0,2,1,3,1,80,8,100,1,80,80,2005.0,100,2,390,65,65,100,0,24,0,0,0,0,0,0,0,0,7,2006,100,80,163990
121,80,60,80.0,21453,1,0,75,20,100,100,10,5,60,60,100,40,6,5,1969,1969,20,70,35,35,0,0.0,65,65,70,65,65,100,80,938,10,0,0,938,100,100,1,100,988,0,0,988,1,0,1,0,1,1,50,4,100,2,65,80,1969.0,33,2,540,65,65,100,0,130,0,130,0,0,0,0,0,0,10,2006,80,100,180000
122,50,80,50.0,6060,1,0,100,100,100,60,100,10,60,60,100,80,4,5,1939,1950,80,60,15,15,0,0.0,65,65,100,65,65,20,10,0,10,0,732,732,100,80,1,100,772,351,0,1123,0,0,1,0,3,1,50,4,100,0,0,60,1979.0,33,1,264,65,65,50,0,0,140,0,0,0,0,50,0,0,6,2007,80,100,100000
123,20,60,75.0,9464,1,0,100,100,100,80,100,13,60,60,100,70,6,7,1958,1958,100,60,40,40,85,135.0,65,80,70,65,65,20,60,570,10,0,510,1080,100,80,1,100,1080,0,0,1080,0,0,1,0,3,1,50,5,100,0,0,80,1958.0,33,1,288,65,65,100,0,0,0,0,130,0,0,0,0,0,6,2008,80,100,136000
124,120,60,55.0,7892,1,0,100,100,100,60,100,21,60,60,80,70,6,5,1993,1993,80,60,35,35,0,0.0,80,65,100,80,65,20,100,300,10,0,899,1199,100,100,1,100,1199,0,0,1199,0,0,2,0,2,1,80,5,100,0,0,80,1993.0,66,2,530,65,65,100,0,63,0,0,0,0,0,0,0,0,3,2008,80,100,153900
125,20,60,48.0,17043,1,0,75,100,100,100,100,15,60,60,100,70,6,5,1979,1998,80,60,45,45,0,0.0,65,80,70,80,40,20,10,0,10,0,1362,1362,100,65,1,100,1586,0,0,1586,0,0,2,0,3,1,50,7,100,1,65,80,1979.0,33,2,435,65,65,100,192,0,0,0,0,0,0,0,0,0,1,2009,80,100,181000
126,190,80,60.0,6780,1,0,100,100,100,60,100,10,60,60,30,80,6,8,1935,1982,80,60,60,60,0,0.0,65,40,70,65,65,70,100,490,10,0,30,520,100,80,0,100,520,0,234,754,1,0,1,0,2,1,50,5,100,0,0,0,0.0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,6,2006,80,100,84500
127,120,60,24.0,4928,1,0,75,100,100,60,100,14,60,60,80,70,6,5,1976,1976,80,60,35,35,0,0.0,65,65,70,80,65,20,80,120,10,0,958,1078,100,65,1,100,958,0,0,958,0,0,2,0,2,1,50,5,100,1,65,80,1977.0,66,2,440,65,65,100,0,205,0,0,0,0,0,0,0,0,2,2007,80,100,128000
128,45,80,55.0,4388,1,0,75,70,100,60,100,18,50,60,100,50,5,7,1930,1950,80,60,65,60,0,0.0,65,80,80,65,65,20,30,116,10,0,556,672,100,100,1,100,840,0,0,840,0,0,1,0,3,1,50,5,100,1,65,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2007,80,100,87000
129,60,60,69.0,7590,1,0,100,100,100,60,100,13,80,60,100,90,6,5,1966,1966,80,60,70,70,85,266.0,65,65,70,65,65,20,60,512,10,0,148,660,100,65,1,100,660,688,0,1348,0,0,1,1,3,1,50,6,100,1,40,80,1966.0,66,2,453,65,65,100,188,108,0,0,0,0,0,0,0,0,7,2006,80,100,155000
130,20,60,69.0,8973,1,0,100,100,100,60,100,13,60,60,100,70,5,7,1958,1991,80,60,35,35,85,85.0,65,65,70,65,65,20,50,567,60,28,413,1008,100,65,1,75,1053,0,0,1053,0,1,1,1,3,1,100,6,100,0,0,90,1998.0,66,2,750,65,65,100,0,80,0,180,0,0,0,25,0,0,7,2006,80,20,150000
131,60,60,88.0,14200,1,0,100,100,100,80,100,13,60,60,100,90,7,6,1966,1966,80,60,40,40,85,309.0,65,65,70,65,65,20,50,445,10,0,479,924,100,100,1,100,1216,941,0,2157,0,0,2,1,4,1,80,8,100,2,80,80,1966.0,100,2,487,65,65,100,105,66,0,0,0,0,0,100,0,0,5,2006,80,100,226000
132,60,60,65.0,12224,1,0,75,100,100,80,100,9,60,60,100,90,6,5,2000,2000,80,60,70,70,85,40.0,80,65,100,80,65,20,100,695,10,0,297,992,100,100,1,100,1022,1032,0,2054,1,0,2,1,3,1,80,7,100,1,65,100,2000.0,66,2,390,65,65,100,24,48,0,0,0,0,0,0,0,0,7,2009,80,100,244000
133,20,60,75.0,7388,1,0,100,100,100,80,100,13,60,60,100,70,5,6,1959,2002,80,60,40,40,0,0.0,65,65,70,65,65,20,50,405,10,0,658,1063,100,80,1,100,1327,0,0,1327,1,0,1,0,3,1,80,7,100,0,0,60,1974.0,33,2,624,65,65,100,0,0,0,0,0,0,0,0,0,0,7,2007,80,100,150750
134,20,60,85.0,6853,1,0,75,100,100,60,100,24,60,60,100,70,8,5,2001,2002,80,60,70,70,85,136.0,80,65,100,100,65,20,100,1005,10,0,262,1267,100,100,1,100,1296,0,0,1296,1,0,2,0,2,1,80,6,100,0,0,80,2001.0,100,2,471,65,65,100,192,25,0,0,0,0,0,0,0,0,6,2009,80,100,220000
135,20,60,78.0,10335,1,0,75,100,100,60,100,20,60,60,100,70,5,6,1968,1993,80,60,35,35,0,0.0,65,65,70,65,65,20,50,570,10,0,891,1461,100,80,1,100,1721,0,0,1721,0,0,2,1,3,1,50,7,85,1,65,80,1968.0,66,2,440,65,65,100,0,96,180,0,0,0,0,50,0,0,7,2006,80,100,180000
136,20,60,80.0,10400,1,0,100,100,100,60,100,15,60,60,100,70,7,6,1970,1970,100,60,35,35,85,288.0,65,65,100,65,65,20,10,0,10,0,1304,1304,100,80,1,100,1682,0,0,1682,0,0,2,0,3,1,50,7,100,1,80,80,1970.0,33,2,530,65,65,100,98,0,0,0,0,0,0,50,0,0,5,2008,80,100,174000
137,20,60,73.0,10355,1,0,75,100,100,80,100,13,60,60,100,70,5,5,1967,1967,80,60,40,40,85,196.0,65,65,70,65,65,20,60,695,10,0,519,1214,100,65,1,100,1214,0,0,1214,0,0,2,0,3,1,50,5,100,1,40,80,1967.0,66,1,318,65,65,100,0,111,0,0,0,0,0,0,0,0,7,2007,80,100,143000
138,90,60,82.0,11070,1,0,100,100,100,60,100,12,60,60,50,70,7,5,1988,1989,80,60,70,70,85,70.0,65,65,70,65,65,20,10,0,10,0,1907,1907,100,80,1,100,1959,0,0,1959,0,0,3,0,5,2,50,9,100,0,0,90,1989.0,33,3,766,65,65,100,0,0,0,0,0,0,0,0,0,0,7,2006,80,40,171000
139,60,60,73.0,9066,1,0,75,100,100,60,100,6,60,60,100,90,8,5,1999,2000,80,60,70,70,85,320.0,80,65,100,80,65,40,100,668,10,0,336,1004,100,100,1,100,1004,848,0,1852,0,0,2,1,3,1,80,7,100,2,65,80,1999.0,100,3,660,65,65,100,224,106,0,0,0,0,0,100,0,0,12,2008,80,100,230000
140,60,60,65.0,15426,1,0,75,100,100,60,100,6,60,60,100,90,6,5,1997,1997,80,60,70,70,0,0.0,65,65,100,80,65,20,100,821,10,0,107,928,100,100,1,100,928,836,0,1764,1,0,2,1,3,1,80,7,100,0,0,80,1997.0,66,2,470,65,65,100,276,99,0,0,0,0,0,50,0,0,8,2009,80,100,231500
141,20,60,70.0,10500,1,0,100,100,100,40,100,13,60,60,100,70,4,5,1971,1971,80,60,45,45,0,0.0,65,65,70,65,65,20,80,432,10,0,432,864,100,65,1,100,864,0,0,864,0,0,1,0,3,1,50,5,100,1,20,0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,4,2010,55,100,115000
142,20,60,78.0,11645,1,0,100,100,100,60,100,6,60,60,100,70,7,5,2005,2005,80,60,70,70,0,0.0,80,65,100,80,65,70,100,1300,10,0,434,1734,100,100,1,100,1734,0,0,1734,1,0,2,0,3,1,80,7,100,0,0,80,2005.0,100,2,660,65,65,100,160,24,0,0,0,0,0,0,0,0,1,2006,80,100,260000
143,50,60,71.0,8520,1,0,100,100,100,80,100,13,40,60,100,80,5,4,1952,1952,80,60,90,60,0,0.0,65,40,70,65,65,20,50,507,10,0,403,910,100,40,1,100,910,475,0,1385,0,0,2,0,4,1,50,6,100,0,0,60,2000.0,33,2,720,65,65,100,0,0,0,0,0,0,0,50,0,0,6,2010,80,100,166000
144,20,60,78.0,10335,1,0,75,100,100,60,100,6,60,60,100,70,7,5,1999,1999,80,60,70,70,85,183.0,80,65,100,80,65,100,100,679,10,0,811,1490,100,100,1,100,1501,0,0,1501,1,0,2,0,3,1,80,6,100,0,0,80,1999.0,66,2,577,65,65,100,144,29,0,0,0,0,0,0,0,0,6,2009,80,100,204000
145,90,80,70.0,9100,1,0,100,100,100,60,100,20,20,60,50,70,5,5,1963,1963,80,60,45,45,85,336.0,65,65,70,65,65,20,50,1332,10,0,396,1728,100,65,1,100,1728,0,0,1728,1,0,2,0,6,2,50,10,100,0,0,60,1963.0,33,2,504,65,65,100,0,0,0,0,0,0,0,0,0,0,11,2006,55,20,125000
146,160,80,24.0,2522,1,0,100,100,100,60,100,8,60,60,25,90,6,5,2004,2006,80,60,70,70,100,50.0,80,65,100,80,65,20,10,0,10,0,970,970,100,100,1,100,970,739,0,1709,0,0,2,0,3,1,80,7,35,0,0,60,2004.0,33,2,380,65,65,100,0,40,0,0,0,0,0,0,0,0,4,2006,80,100,130000
147,30,80,51.0,6120,1,0,100,100,100,80,100,4,60,60,100,70,5,7,1931,1993,80,60,60,60,0,0.0,65,65,80,65,65,20,60,209,10,0,506,715,100,65,1,75,875,0,0,875,1,0,1,0,2,1,50,5,100,0,0,60,1931.0,33,1,180,40,65,100,48,0,0,0,0,0,0,0,0,0,11,2009,80,100,105000
148,60,60,65.0,9505,1,0,75,100,100,100,100,9,60,60,100,90,7,5,2001,2001,80,60,70,70,85,180.0,80,65,100,80,65,20,10,0,10,0,884,884,100,100,1,100,884,1151,0,2035,0,0,2,1,3,1,80,8,100,1,80,100,2001.0,100,2,434,65,65,100,144,48,0,0,0,0,0,0,0,0,5,2010,80,100,222500
149,20,60,63.0,7500,1,0,100,100,100,60,100,21,60,60,100,70,7,5,2004,2005,80,60,70,70,85,120.0,65,65,100,80,65,20,100,680,10,0,400,1080,100,100,1,100,1080,0,0,1080,1,0,1,0,3,1,80,6,100,0,0,0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,4,2008,80,100,141000
